Torbens_MetaG_Dir_Name	taxon_oid	Domain	Sequencing_Status	Study_Name	Genome_Name_/_Sample_Name	Sequencing_Center	IMG_Genome_ID	JGI_Project_ID_/_ITS_SP_ID	Geographic_Location	GOLD_Ecosystem	GOLD_Ecosystem_Category	GOLD_Ecosystem_Subtype	GOLD_Ecosystem_Type	GOLD_Sequencing_Depth	GOLD_Sequencing_Quality	GOLD_Sequencing_Status	GOLD_Sequencing_Strategy	GOLD_Specific_Ecosystem	Habitat	Latitude	Longitude	Genome_Size_assembled	Gene_Count_assembled
404887	3300000601	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 27JUL2009 epilimnion	DOE Joint Genome Institute (JGI)	3300000601	404887	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Epilimnion	Freshwater	46.041	-89.686	0	0
404888	3300020689	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 03AUG2009 epilimnion	DOE Joint Genome Institute (JGI)	3300020689	404888	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Epilimnion	Freshwater	46.041	-89.686	59322386	126385
404889	3300000748	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 11AUG2009 epilimnion	DOE Joint Genome Institute (JGI)	3300000748	404889	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Epilimnion	Freshwater	46.041	-89.686	0	0
404890	3300021123	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 18AUG2009 epilimnion	DOE Joint Genome Institute (JGI)	3300021123	404890	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Epilimnion	Freshwater	46.041	-89.686	67996182	153588
404891	3300000818	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 28MAY2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300000818	404891	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	1202517	1234
404892	3300000610	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 07JUN2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300000610	404892	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404893	3300020680	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 13JUN2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300020680	404893	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	41364591	89113
404894	3300020730	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 27JUN2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300020730	404894	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	130505942	278065
404895	3300000636	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 02JUL2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300000636	404895	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404896	3300000640	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 12JUL2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300000640	404896	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404897	3300020735	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 25JUL2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300020735	404897	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	158939914	344575
404898	3300000745	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 31JUL2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300000745	404898	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404899	3300000625	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 09AUG2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300000625	404899	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404900	3300020713	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 20AUG2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300020713	404900	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	96472500	209521
404901	3300020690	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 27AUG2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300020690	404901	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	59027541	128624
404902	3300000620	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 10SEP2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300000620	404902	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404903	3300020700	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 17SEP2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300020700	404903	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	75507841	170109
404904	3300000629	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 01OCT2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300000629	404904	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404905	3300000632	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 16OCT2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300000632	404905	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404906	3300000643	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 05NOV2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300000643	404906	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404907	3300000613	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 14NOV2007 hypolimnion	DOE Joint Genome Institute (JGI)	3300000613	404907	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404908	3300000739	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 22MAY2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300000739	404908	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404909	3300020687	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 12MAY2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300020687	404909	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	61544036	117334
404910	3300000602	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 13JUN2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300000602	404910	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404912	3300020709	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 01JUL2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300020709	404912	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	99511045	198542
404913	3300000611	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 08JUL2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300000611	404913	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404914	3300020734	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 15JUL2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300020734	404914	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	153665877	309706
404915	3300000762	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 28JUL2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300000762	404915	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404916	3300020711	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 29JUL2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300020711	404916	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	93131989	204556
404917	3300000746	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 05AUG2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300000746	404917	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404918	3300020688	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 12AUG2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300020688	404918	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	57125852	122794
404919	3300020691	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 19AUG2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300020691	404919	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	63037302	129711
404920	3300000741	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 25AUG2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300000741	404920	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404921	3300000755	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 09SEP2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300000755	404921	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404922	3300021116	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 20SEP2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300021116	404922	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	33786504	77778
404923	3300020724	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 04OCT2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300020724	404923	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	123385235	264891
404924	3300020722	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 23OCT2008 hypolimnion	DOE Joint Genome Institute (JGI)	3300020722	404924	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	113763045	246345
404925	3300020727	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 29MAY2009 hypolimnion	DOE Joint Genome Institute (JGI)	3300020727	404925	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	129099922	271160
404926	3300000775	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 03JUN2009 hypolimnion	DOE Joint Genome Institute (JGI)	3300000775	404926	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404928	3300020717	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 15JUN2009 hypolimnion	DOE Joint Genome Institute (JGI)	3300020717	404928	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	111462832	230040
404929	3300020723	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 23JUN2009 hypolimnion	DOE Joint Genome Institute (JGI)	3300020723	404929	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	135276742	257432
404930	3300000749	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 29JUN2009 hypolimnion	DOE Joint Genome Institute (JGI)	3300000749	404930	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
404931	3300000772	*Microbiome	Draft	Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA	Freshwater microbial communities from Trout Bog Lake, WI - 07JUL2009 hypolimnion	DOE Joint Genome Institute (JGI)	3300000772	404931	Trout Bog, Vilas County, Wisconsin, USA	Environmental	Aquatic	Lake, Lentic	Freshwater			In progress	Metagenome	Hypolimnion	Freshwater	46.041	-89.686	0	0
